Id,Categoría,Pregunta,Opción A,Opción B,Correcta,Dificultad,Explicación
26,Animales,¿Lengua de la jirafa?,Azul/Negra,Rosa,A,Media,Es oscura para evitar quemaduras solares mientras come de los árboles.
180,Ciencia,¿Cerebro gasta energía?,20%,5%,A,Media,Consume una quinta parte de las calorías totales a pesar de su pequeño peso.
1466,Tecnología,¿Qué significa la 'i' en iPhone?,Internet,Intelligent,A,Media,Steve Jobs explicó en 1998 que la 'i' significa Internet
1516,Videojuegos,¿Cuál fue el primer nombre de Mario?,Jumpman,Mr. Video,A,Fácil,Apareció por primera vez en el juego Donkey Kong (1981) rescatando a Pauline.
1126,Marcas,¿Qué empresa inventó el diseño actual de Papá Noel?,Coca-Cola,Pepsi,A,Media,Aunque ya existía el traje rojo
1019,Internet,¿Cuál fue el primer video de YouTube?,Me at the zoo,Evolution of Dance,A,Difícil,Fue subido el 23 de abril de 2005 por Jawed Karim
1450,Tecnología,¿Qué animal es el logo de Firefox?,Zorro,Panda Rojo,B,Difícil,Aunque parezca un zorro
1513,Videojuegos,¿Consola más vendida de la historia?,PS2,Nintendo DS,A,Media,La PlayStation 2 vendió más de 155 millones de unidades antes de ser descontinuada.
1127,Marcas,¿Qué significa 'LEGO'?,Jugar bien,Piezas unidas,A,Media,Proviene de la frase danesa 'Leg Godt'
1022,Internet,¿País donde se creó el primer sitio web?,Suiza (CERN),EE. UU.,A,Media,Tim Berners-Lee lo lanzó en agosto de 1991 mientras trabajaba en el laboratorio del CERN.
1517,Videojuegos,¿De qué color es la gorra de Luigi?,Verde,Azul,A,Fácil,Luigi siempre viste de verde para diferenciarse del rojo característico de su hermano Mario.
1474,Tecnología,¿Quién fundó Microsoft con Bill Gates?,Steve Jobs,Paul Allen,B,Media,Paul Allen fue el cofundador clave y quien acuñó el nombre 'Micro-Soft'.
1376,Redes Sociales,¿Primera red social masiva?,MySpace,Friendster,B,Difícil,Friendster (2002) fue la pionera en conectar amigos
1528,Videojuegos,¿Nombre del protagonista de Zelda?,Zelda,Link,B,Fácil,Zelda es la princesa que debe ser rescatada; el héroe que controlas es Link.
1122,Marcas,¿Color original del logo de Apple?,Gris,Arcoíris,B,Media,Tras un primer logo con Newton
1445,Tecnología,¿Lenguaje de programación más antiguo?,Python,Fortran,B,Media,Fortran fue creado por IBM en 1957; Python es mucho más reciente (1991).
1522,Videojuegos,¿Juego donde aparece Donkey Kong?,Donkey Kong,Mario Bros,A,Fácil,Fue el juego de arcade original de 1981 donde Mario era el antagonista de Kong.
1034,Internet,¿Qué significa 'WWW'?,World Wide Web,World Wide Wave,A,Fácil,Es el sistema de documentos de hipertexto interconectados que se acceden vía Internet.
1121,Marcas,¿Animal en el logo de Porsche?,León,Caballo,B,Media,Es el escudo de la ciudad de Stuttgart
1443,Tecnología,¿Cuántos bits tiene un byte?,8,16,A,Fácil,Es la unidad básica de información digital; 8 bits forman 1 octeto o byte.
1524,Videojuegos,¿Moneda en el mundo de Zelda?,Rupias,Dólares,A,Fácil,Se presentan como gemas de colores con diferentes valores económicos.
892,Hardware,¿Qué procesa los gráficos?,CPU,GPU,B,Fácil,La Graphics Processing Unit está diseñada específicamente para el renderizado de imágenes.
1020,Internet,¿Dominio de nivel superior de España?,.es,.sp,A,Fácil,Gestionado por Red.es
1529,Videojuegos,¿Pokémon número 001?,Pikachu,Bulbasaur,B,Media,Bulbasaur encabeza la Pokédex nacional de la primera generación.
1449,Tecnología,¿Primer teléfono inteligente?,iPhone,IBM Simon,B,Difícil,Lanzado en 1994
1129,Marcas,¿Qué significa IKEA?,Nombres de fundadores,Muebles suecos,A,Difícil,Son las siglas de Ingvar Kamprad (fundador)
1515,Videojuegos,¿Creador de Metal Gear?,Hideo Kojima,Miyamoto,A,Media,Kojima es el autor intelectual de esta saga pionera en el sigilo.
893,Hardware,¿Qué significa RAM?,Random Access Memory,Read Access Memory,A,Media,Es la memoria de acceso aleatorio donde se cargan los datos que el procesador usa al momento.
1441,Tecnología,¿Año de lanzamiento de Windows 1,0?,1985,1995,A,Media
1021,Internet,¿Dueño actual de la red social X?,Zuckerberg,Elon Musk,B,Fácil,Musk compró Twitter en 2022 y cambió su nombre a X meses después.
1523,Videojuegos,¿Juego más vendido de la historia?,Minecraft,Tetris,A,Media,Minecraft ha superado los 300 millones de copias
1124,Marcas,¿Marca con un cocodrilo?,Polo,Lacoste,B,Fácil,Inspirado en el apodo del tenista René Lacoste
1469,Tecnología,¿Qué significa PDF?,Portable Document Format,Personal Data File,A,Media,Formato creado por Adobe para que los archivos se vean igual en cualquier equipo.
1521,Videojuegos,¿Jefe final de Super Mario Bros?,Bowser,Wario,A,Fácil,El Rey Koopa es el eterno archienemigo de Mario desde el primer juego de NES.
878,Hardware,¿Cerebro del ordenador?,Procesador,Disco Duro,A,Fácil,La CPU (Unidad Central de Procesamiento) ejecuta todas las instrucciones del sistema.
1018,Internet,¿Buscador más usado del mundo?,Bing,Google,B,Fácil,Google domina más del 90% de la cuota de mercado de búsquedas a nivel mundial.
1532,Videojuegos,¿Qué animal es Sonic?,Gato,Erizo,B,Fácil,Es el erizo azul más rápido del mundo
1447,Tecnología,¿Origen del nombre Bluetooth?,Rey Vikingo,Diente azul,A,Difícil,Se debe al rey Harald 'Diente Azul' Gormsson
1375,Redes Sociales,¿Límite original de Twitter?,140,280,A,Media,Se basaba en el límite de caracteres de los mensajes SMS de los teléfonos antiguos.
1510,Videojuegos,¿Ciudad de GTA V?,Liberty City,Los Santos,B,Fácil,Es una parodia ficticia de la ciudad de Los Ángeles y el sur de California.
1120,Marcas,¿A quién pertenece Instagram?,Google,Meta (Facebook),B,Fácil,Mark Zuckerberg compró la plataforma en 2012 por unos 1.000 millones de dólares.
1448,Tecnología,¿Padre de la computación?,Alan Turing,Isaac Newton,A,Media,Turing sentó las bases de la informática moderna y la inteligencia artificial.
890,Hardware,¿Qué es un SSD?,Disco sólido,Disco mecánico,A,Media,Al no tener partes móviles
1526,Videojuegos,¿Nombre del hermano de Mario?,Luigi,Wario,A,Fácil,Luigi es el gemelo más alto y asustadizo que apareció por primera vez en 1983.
1033,Internet,¿Qué es una URL?,Dirección web,Un virus,A,Fácil,Uniform Resource Locator es el estándar para localizar recursos en la red.
1462,Tecnología,¿Qué mide un Píxel?,Color y luz,Velocidad,A,Media,Es la menor unidad homogénea en color que forma parte de una imagen digital.
1514,Videojuegos,¿Consola que usa cartuchos?,N64,PS1,A,Fácil,Nintendo mantuvo los cartuchos en la 64 mientras Sony apostó por el CD-ROM.
884,Hardware,¿Qué es la placa base?,Circuito principal,Caja del PC,A,Fácil,Es el componente que conecta físicamente a todos los demás elementos del ordenador.
1029,Internet,¿Qué es la nube?,Servidores remotos,Espacio en el cielo,A,Fácil,Es el procesamiento y almacenamiento de datos en servidores accesibles por Internet.
1475,Tecnología,¿Significado de WiFi?,Wireless Fidelity,Wide Fiber,A,Media,Aunque es un nombre comercial
1531,Videojuegos,¿Qué animal es Crash Bandicoot?,Marsupial,Zorro,A,Media,Es un peramélido (marsupial) de Australia alterado genéticamente por el Dr. Neo Cortex.
891,Hardware,¿Qué hace un Router?,Reparte la conexión,Crea energía,A,Fácil,Dirige el tráfico de datos entre tu red local e Internet.
1444,Tecnología,¿En qué año se envió el primer email?,1971,1991,A,Difícil,Ray Tomlinson envió el primer mensaje entre dos ordenadores usando el símbolo @.
1123,Marcas,¿De qué país es Nintendo?,Japón,Corea del Sur,A,Fácil,Fundada en Kioto en 1889
1025,Internet,¿Qué es el Spam?,Correo no deseado,Un virus troyano,A,Fácil,El término viene de una marca de carne enlatada y un sketch de los Monty Python.
1530,Videojuegos,¿Protagonista de Tomb Raider?,Lara Croft,Jill Valentine,A,Fácil,La arqueóloga británica es uno de los personajes más icónicos de la historia.
1460,Tecnología,¿Qué es un Algoritmo?,Serie de pasos,Un código secreto,A,Media,Es un conjunto ordenado de operaciones que permite hallar la solución de un problema.
894,Hardware,¿Qué unidad mide la CPU?,Hertzios,Voltios,A,Media,La velocidad de reloj se mide en Gigahercios (GHz) actualmente.
1125,Marcas,¿Qué empresa creó el Kindle?,Amazon,Google,A,Fácil,Lanzado en 2007
1511,Videojuegos,¿Color de Pac-Man?,Amarillo,Naranja,A,Fácil,Toru Iwatani se inspiró en una pizza a la que le faltaba una porción para su diseño.
1023,Internet,¿Qué es el 4G/5G?,Generación de red,Número de antenas,A,Fácil,La 'G' indica la generación de la tecnología de red móvil.
879,Hardware,¿Para qué sirve el SAI (UPS)?,Dar energía extra,Mejorar los gráficos,A,Media,Permite que el PC siga encendido unos minutos si hay un corte de luz.
1473,Tecnología,¿Quién creó la World Wide Web?,Berners-Lee,Steve Jobs,A,Media,Tim Berners-Lee no patentó su invento para que todo el mundo pudiera usarlo gratis.
1519,Videojuegos,¿En qué juego aparece Pikachu?,Pokémon,Digimon,A,Fácil,Es el compañero inseparable de Ash y la mascota oficial de la franquicia.
1030,Internet,¿Qué es un 'Hashtag'?,Etiqueta (#),Un tipo de link,A,Fácil,Se usa para agrupar contenido sobre un mismo tema en redes sociales.
1453,Tecnología,¿Qué empresa fabrica el Galaxy?,Samsung,Apple,A,Fácil,Samsung es el gigante surcoreano principal competidor del iPhone.
1534,Videojuegos,¿Qué es un FPS?,Disparos en 1ª persona,Fútbol Pro,A,Media,First Person Shooter; juegos donde ves la acción a través de los ojos del personaje.
882,Hardware,¿Qué es la BIOS?,Software de inicio,Un virus biológico,A,Media,Basic Input/Output System; es el primer programa que se ejecuta al encender el PC.
1128,Marcas,¿Qué significa HP?,Hewlett-Packard,High Power,A,Media,Fundada en un garaje por Bill Hewlett y David Packard en 1939.
1512,Videojuegos,¿Compañía de Master Chief?,Xbox (Microsoft),PlayStation,A,Fácil,Es el protagonista de la saga Halo
1461,Tecnología,¿Qué mide un Bit?,0 o 1,La luz,A,Fácil,Es la unidad mínima de información: un estado de encendido o apagado.
1028,Internet,¿Qué es la IP?,Identificador de red,Contraseña de usuario,A,Fácil,Internet Protocol es la dirección única que identifica a un dispositivo en la red.
888,Hardware,¿Qué es un Periférico?,Componente externo,El monitor solo,A,Media,Cualquier dispositivo que se conecta al PC (teclado
1458,Tecnología,¿Qué es la Inteligencia Artificial?,Máquinas que aprenden,Robots de metal,A,Media,Sistemas que imitan funciones cognitivas humanas como aprender y razonar.
1527,Videojuegos,¿Nombre del mundo de Mario?,Reino Champiñón,Hyrule,A,Fácil,Gobernado por la Princesa Peach y hogar de los Toads.
1024,Internet,¿Qué es el HTTP?,Protocolo de envío,Un lenguaje de diseño,A,Media,Hypertext Transfer Protocol es el protocolo de comunicación de la web.
889,Hardware,¿Qué es un Puerto HDMI?,Conector de video/audio,Enchufe de corriente,A,Fácil,High-Definition Multimedia Interface; el estándar para TV y monitores modernos.
1455,Tecnología,¿Qué es el Código Fuente?,Instrucciones escritas,El resultado final,A,Media,Es el conjunto de líneas de texto que los programadores escriben para crear software.
1518,Videojuegos,¿En qué año salió la Game Boy?,1989,1995,A,Media,Nintendo revolucionó el mercado portátil con esta consola de pantalla gris.
886,Hardware,¿Qué es un Cooler?,Ventilador/Disipador,Un puerto USB,A,Fácil,Mantiene los componentes a una temperatura segura para evitar daños.
1454,Tecnología,¿Qué es el BitCoin?,Moneda digital,Un juego online,A,Fácil,Es la primera criptomoneda descentralizada del mundo
1537,Videojuegos,¿Quién es Solid Snake?,Protagonista Metal Gear,Villano de Mario,A,Fácil,Experto en infiltración y clon del legendario Big Boss.
1026,Internet,¿Qué es la Deep Web?,Contenido no indexado,La web oscura ilegal,A,Difícil,Es todo el contenido que los buscadores no muestran (correos
885,Hardware,¿Qué es la resolución 4K?,4000 píxeles horizontales,4000 colores,A,Media,Ofrece una nitidez mucho mayor que el estándar Full HD.
1471,Tecnología,¿Qué significa USB?,Universal Serial Bus,Unique Service Box,A,Media,Estándar de conexión creado por un grupo de empresas incluyendo Intel y Microsoft.
1525,Videojuegos,¿Nombre de la saga de Link?,The Legend of Zelda,Final Fantasy,A,Fácil,Creada por Shigeru Miyamoto para Nintendo en 1986.
880,Hardware,¿Qué es el Overclock?,Subir velocidad procesador,Bajar el consumo,A,Media,Forzar un componente para que trabaje a más velocidad de la que viene de fábrica.
1456,Tecnología,¿Qué es el Open Source?,Software libre/abierto,Software gratis siempre,A,Media,Su código fuente es público para que cualquiera pueda verlo
1535,Videojuegos,¿Qué es un Glitch?,Un error visual/juego,Un jefe secreto,A,Fácil,Fallo técnico que no impide jugar pero muestra cosas imprevistas.
1027,Internet,¿Qué es la Fibra Óptica?,Cables de luz,Cables de cobre,A,Fácil,Transmite datos mediante pulsos de luz a velocidades altísimas.
887,Hardware,¿Qué es un Monitor?,La pantalla,El teclado,A,Fácil,Dispositivo de salida que muestra los datos e imágenes al usuario.
1464,Tecnología,¿Qué significa 64 bits?,Capacidad de procesar,Tamaño del PC,A,Media,Se refiere a la cantidad de datos que la CPU puede manejar en un ciclo.
1520,Videojuegos,¿En qué país nació Sony?,Japón,China,A,Fácil,Fundada en 1946 en Tokio como una tienda de reparación de radios.
1031,Internet,¿Qué es un Cookie?,Archivo de rastreo,Un virus de spam,A,Media,Pequeño archivo enviado por sitios web para recordar información sobre tu visita.
883,Hardware,¿Qué es la Memoria Caché?,Memoria ultra rápida,Memoria del disco,A,Difícil,Nivel de memoria muy rápido dentro de la CPU para datos recurrentes.
1459,Tecnología,¿Qué es la Realidad Virtual?,Entorno simulado,Gafas 3D de cine,A,Media,Sumerge al usuario en un mundo digital mediante cascos o visores.
1536,Videojuegos,¿Quién es Bowser?,Villano de Mario,Amigo de Kirby,A,Fácil,Es el rey de los Koopas y suele secuestrar a Peach.
1032,Internet,¿Qué es un Firewall?,Barrera de seguridad,Un antivirus,A,Media,Sistema que bloquea accesos no autorizados a una red privada.
881,Hardware,¿Qué es el píxel muerto?,Punto que no enciende,Pantalla rota,A,Media,Fallo de hardware donde un píxel se queda siempre en negro o blanco.
1457,Tecnología,¿Qué es el Streaming?,Contenido en tiempo real,Descarga de archivos,A,Fácil,Permite ver video o escuchar música sin tener que descargar el archivo completo.
1533,Videojuegos,¿Qué es un 'Noob'?,Jugador novato,Jugador experto,A,Fácil,Término de internet para referirse a alguien que acaba de empezar o tiene poca habilidad.
281,Cine,¿Cuál fue la primera película de Pixar?,Toy Story,Bichos,A,Fácil,Estrenada en 1995; fue el primer largometraje hecho totalmente por computadora.
1413,Series,¿En qué ciudad viven los Simpson?,Springfield,Shelbyville,A,Fácil,Matt Groening eligió ese nombre porque hay docenas de ciudades llamadas así en EE. UU.
334,Cine,¿Quién interpretó a Jack en Titanic?,Brad Pitt,Leonardo DiCaprio,B,Fácil,Fue el papel que lo lanzó al superestrellato mundial en 1997.
1398,Series,¿Cómo se llama el bebé de Padre de Familia?,Brian,Stewie,B,Fácil,Stewie Griffin es un bebé superdotado con acento británico y planes de dominación mundial.
308,Cine,¿Película más taquillera de la historia?,Avatar,Avengers: Endgame,A,Media,James Cameron ostenta el récord con más de 2.900 millones de dólares recaudados.
1425,Series,¿Número de la plataforma de Harry Potter?,9 y 3/4,8 y 1/2,A,Fácil,Se encuentra en la estación de King's Cross en Londres para tomar el Expreso de Hogwarts.
328,Cine,¿Quién dirigió la película Psicosis?,Alfred Hitchcock,Steven Spielberg,A,Media,Es la obra maestra del suspense de 1960; famosa por la escena de la ducha.
1424,Series,¿Nombre del protagonista de Breaking Bad?,Walter White,Jesse Pinkman,A,Fácil,Un profesor de química que se convierte en productor de metanfetamina bajo el alias 'Heisenberg'.
303,Cine,¿Nombre real de Iron Man?,Tony Stark,Steve Rogers,A,Fácil,Anthony Edward Stark es el genio; multimillonario; playboy y filántropo de Marvel.
1430,Series,¿Serie con el Trono de Hierro?,The Witcher,Juego de Tronos,B,Fácil,Basada en las novelas de George R.R. Martin; fue un fenómeno global de HBO.
266,Cine,¿Actor que da voz a Shrek?,Mike Myers,Adam Sandler,A,Media,Myers le dio su característico acento escocés tras ver las primeras animaciones.
1439,Series,¿Temporadas tiene la serie Friends?,10,12,A,Media,Se emitió desde 1994 hasta 2004 con un total de 236 episodios.
